                    Open          High           Low         Close  Volume  \
Date                                                                         
2017-02-10  19216.740234  19395.990234  19193.570312  19378.929688       0   
2017-02-13  19513.779297  19519.439453  19418.179688  19459.150391       0   
2017-02-14  19478.859375  19501.009766  19232.849609  19238.980469       0   
2017-02-15  19438.810547  19495.619141  19420.000000  19437.980469       0   
2017-02-16  19431.609375  19431.609375  19260.240234  19347.529297       0   
2017-02-17  19228.740234  19275.390625  19173.529297  19234.619141       0   
2017-02-20  19234.619141  19274.750000  19115.109375  19251.080078       0   
2017-02-21  19267.869141  19395.349609  19261.980469  19381.439453       0   

               Adj Close  
Date                      
2017-02-10  19378.929688  
2017-02-13  19459.150391  
2017-02-14  19238.980469  
2017-02-15  19437.980469  
2017-02-16  19347.529297  
2017-02-17  19234.619141  
2017-02-20  19251.080078  
2017-02-21  19381.439453  
